regionID,regionName,state,metro,stateCodeFIPS,municipalCodeFIPS,sizeRank,date,medianPrice
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-09,366100
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-10,369000
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-11,373600
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2012-12,377900
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-01,381400
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-02,386400
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-03,394300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-04,402300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-05,410000
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-06,417500
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-07,424500
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-08,430500
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-09,435300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-10,438700
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-11,441300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2013-12,443200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-01,444900
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-02,447300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-03,450300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-04,453200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-05,455800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-06,458800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-07,461800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-08,463700
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-09,464800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-10,466200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-11,467300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2014-12,469300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-01,472800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-02,476800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-03,479600
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-04,482200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-05,485100
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-06,488100
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-07,491000
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-08,493800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-09,497000
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-10,500600
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-11,504000
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2015-12,507900
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-01,512200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-02,515200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-03,517800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-04,520700
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-05,522800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-06,525000
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-07,528600
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-08,533400
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-09,538300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-10,542000
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-11,545200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2016-12,549400
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-01,553600
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-02,556300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-03,558700
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-04,561100
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-05,563400
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-06,566000
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-07,569100
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-08,573100
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-09,577400
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-10,581500
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-11,585100
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2017-12,589200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-01,594700
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-02,600600
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-03,603600
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-04,604400
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-05,605100
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-06,606400
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-07,607600
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-08,609200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-09,611700
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-10,615100
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-11,617900
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2018-12,620300
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-01,623200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-02,624400
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-03,623200
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-04,621800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-05,621600
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-06,621000
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-07,620800
3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,6,37,1,2019-08,621600
